0.6,circles_sep_factor_0.6,x,y,label,c1,c2
26,26,1.107520896142853,0.7394102782882279,0,0.4492342848107873,0.061877768458453164
27,27,0.7785737416665075,0.3944558571845935,0,-5.177620502401004,0.9483768496816916
28,28,0.6408835598014914,0.4572838387302937,0,-5.163269476615089,0.4064449124008854
29,29,0.7963099064614024,0.3617853819702509,0,-4.926627651214499,0.1700970121859906
30,30,0.7767973694323417,0.6833527548166477,0,0.4382812327828012,5.01521641900057
31,31,0.7830733058171636,0.7402796812033613,0,-5.010404881066898,0.7839914153748908
32,32,0.623928831904368,0.9618559163138544,0,0.36063499365180096,0.420353809437209
33,33,0.9415140834052834,0.5570777949269751,0,-4.911877505354607,0.5999145144686872
34,34,0.9264937269653024,0.5832002248231575,0,0.9730462422682282,0.226197261451772
35,35,0.8279950972808309,0.7008515564774963,0,-5.008837312473242,0.4131303277190288
36,36,1.002946550741442,0.9760130936616808,0,-4.973232910663922,0.4009399651127772
37,37,0.4265264702044595,0.8705156711202955,0,-4.7876473577019825,0.754040439417072
38,38,0.691063426087327,0.6351582925953808,0,0.8311881586067501,0.4317229954617603
39,39,0.3592704277140725,0.8239822486059449,0,-4.86031509123686,0.7548712885119567
40,40,0.8948578876151055,0.6649546897104426,0,-5.043282726861041,0.7900794282391057
41,41,0.14812456234010407,0.7543227185096746,0,-4.962503127529687,0.385619861610651
42,42,0.5188097674270417,0.7217858778737247,0,0.0710879006301196,4.8160433214032015
43,43,0.6981764173226804,0.7628533718931582,0,-4.950555455693821,0.5207159938186551
44,44,0.5950488890024959,0.8297480887006836,0,-4.92386088325039,0.003510696044525141
45,45,0.8664201438028174,0.7017111197078953,0,-4.992899119481197,0.19505500018472055
46,46,0.4110245286349477,0.786532150758626,0,0.8982288010160042,0.8471371472082502
47,47,0.5562662783457551,0.6268220020227773,0,0.4230319829312198,0.76094030253111
48,48,0.1672028889290933,0.8912584258598991,0,-5.049353185049504,0.07715158047521509
49,49,0.28405984145193514,1.0499650767649826,0,-5.00036228172365,0.6348976650794832
50,50,0.3063417663641317,0.9194363432905356,0,-5.048028710947838,0.020735353158175984
51,51,0.515820442161896,0.8747389739608972,0,0.9043971913990313,0.5342036691279171
52,52,0.3266410182032518,0.8648098328467959,0,-4.831663271876021,0.16148162818349876
53,53,0.38525229033272224,0.9675350560613984,0,0.30886414566898734,0.8534523470310466
54,54,0.5189903017723135,0.978252844035542,0,-4.875927376116468,0.6148152219392081
55,55,0.13981403079360982,1.1059525466083544,0,-5.020361501887939,0.06398226218648662
56,56,0.3523082629523579,0.9600464885260641,0,-4.957170773930619,0.6412538606417006
57,57,0.4938816480014645,0.9248230540486716,0,-5.016545926423569,0.8921982110925353
58,58,0.3613215374163743,1.0623823628179618,0,-4.8806758864031785,0.7337064022325901
59,59,0.3857705904479017,0.7639046652031246,0,-4.895111948358201,0.11520230767278927
60,60,0.29096244851025,1.020787834538282,0,-4.943138916728912,0.6650932640952021
61,61,0.3915797162588393,0.736269756787183,0,0.9758036873205908,0.6107026804586011
62,62,0.3154231117834337,1.0064671306226078,0,-4.9128735730385475,0.6313518640485368
63,63,0.3065322230297032,0.9565846041914972,0,-4.933942919195842,0.7951621306965382
64,64,0.5196640573829374,0.8132580685174953,0,-4.88259381461917,0.304419139269518
65,65,0.19878820057812116,0.7772417299162941,0,0.8299173651954892,0.35546852734595125
66,66,0.24673916681643215,0.9438891095982932,0,0.6466284440680506,0.2018161374633567
67,67,0.17221318951628667,0.9824226340867228,0,-4.94688686266708,0.4571760830790651
68,68,0.3557658427614412,1.1267328831643315,0,-4.984809947088547,0.4098433616918413
69,69,0.047816082262444576,1.2229825920423731,0,-5.057722562359924,0.0841018432522711
70,70,0.06645710716712344,0.9846754628262878,0,0.029113797832714394,4.89094913325183
71,71,-0.2738015555948101,1.0621928092034765,0,0.11528118273788834,0.11992758304959594
72,72,0.22498398399095001,0.9947510707976668,0,0.37601733497150314,0.5545083973033134
73,73,0.1337590324515766,1.0183168088587895,0,0.0851059081135721,0.18726652626029783
74,74,-0.24461627983301715,0.8602084851305819,0,0.08788788196507191,0.32560219913276156
75,75,-0.12452667676438064,0.8114286222245604,0,-5.157175073749318,0.817053335823799
76,76,-0.07896804350708399,0.9364721985934208,0,-5.002784838050672,0.5718492202749439
77,77,-0.09183294961993163,1.1124233907761676,0,-5.074105553340413,0.5195832923153049
78,78,0.06685058596142239,1.0249447332236905,0,0.9293998221452582,0.9443627442890116
79,79,0.01172740708153193,0.996063999160078,0,-4.9939990933042875,0.43735139078251306
80,80,-0.0996882503024068,0.8208416192786353,0,0.2484303875538083,0.8836410845930377
81,81,-0.08001512066965732,1.05514717325202,0,-4.885951157581291,0.5778540051170096
82,82,-0.4478533247720391,0.8483882565662112,0,0.9501924682159203,0.40533548163208066
83,83,-0.21272476210429675,0.9799795942401994,0,0.9944959313733248,0.3460720743301008
84,84,-0.18353897712606226,0.9093733165477909,0,-4.982717532455965,0.9033779832128846
85,85,-0.6002945593444182,0.8787925966189283,0,-5.0415001671109625,0.565245357783107
86,86,-0.3355653282081061,0.8076021040840414,0,-5.085312862486164,0.2517135644049552
87,87,-0.10281524663855313,0.8884115264197423,0,-5.143013520742393,0.5194688609363887
88,88,-0.1897326405192149,0.8000906626317947,0,0.4218336068528409,0.24977089352473847
89,89,-0.10333191862732273,0.965025046836696,0,0.8030151452544093,0.24066889673321867
90,90,-0.2866444879635253,1.1552314533664518,0,0.5772967114245704,0.12914135191368392
91,91,-0.0860530969401771,0.9929222403309096,0,-4.866719466464251,0.6893092537821236
92,92,-0.2585619534414905,0.9745534134370304,0,0.3349545405035974,0.7810436077246344
93,93,-0.4109790288137535,1.250740910754645,0,0.8085961706701537,0.3236119729431979
94,94,-0.4528036568044906,0.7956008046812361,0,0.6881138813839268,0.4092966507907204
95,95,-0.6200992605318003,1.0787534681601658,0,-5.177669101892925,0.7930680917284937
96,96,-0.3092620199410297,0.7805635102310571,0,0.6725046423160782,0.01630319946630754
97,97,-0.5127042600078001,0.7588994791615249,0,-5.093478302623106,0.33283095496479487
98,98,-0.4625149879221422,0.8904911162301183,0,0.6411243265875745,0.30759438411770046
99,99,-0.15519317399520188,1.07952229918973,0,0.620421104640871,4.974678263294453
100,100,-0.4715987340854582,0.7692389680119629,0,0.5334279395046583,0.8948692396828983
101,101,-0.2943763789395937,0.7713542167306039,0,-5.231320193369707,0.04051673614469664
102,102,-0.6162281464531247,0.8460206133818569,0,0.36949256352123194,0.8427713553455266
103,103,-0.6882730399727149,0.6810801718256999,0,-5.031614157574972,0.5571278058016171
104,104,-0.6818473050063723,0.9049590497475192,0,0.40144955691968986,0.5876669265986314
105,105,-0.8723535089184316,0.92140378426284,0,0.20921049112192747,5.100192070352767
106,106,-0.5943130534007469,0.8569280473209224,0,0.3218889624998843,5.017689244605237
107,107,-0.8572117950851326,0.8169970635982559,0,0.05501507760990065,0.2766435649769482
108,108,-0.5605830155827397,0.9976583175381104,0,0.32552763392261075,0.2300518096949531
109,109,-0.5221593683981951,0.6418019226270768,0,-5.034228455976058,0.468839957890701
110,110,-1.076030135265256,0.8058039006551916,0,-5.040429442062949,0.5798298600121987
111,111,-0.6519491800811299,0.7501699453535617,0,0.2204551297120967,4.978857138645774
112,112,-0.5036452819972912,0.722263712419402,0,0.24954174744284097,0.05303920645675886
113,113,-0.7506248100536604,0.8255794274005792,0,-5.006312989997641,0.4261294201663096
114,114,-0.9639760862001614,0.727304752330271,0,0.35022170152394927,0.9242743346141207
115,115,-1.0133126581749894,0.9440879920578398,0,0.14487610506997384,0.46259277420988687
116,116,-0.7652893730752653,0.7742045484259016,0,-5.082126507441776,0.8176227191769204
117,117,-0.981202846358117,0.7417488019561835,0,-5.091365564048873,0.11197980678486319
118,118,-1.0951239245231361,0.6484529547230048,0,0.12236523402169797,0.2896816676667924
119,119,-0.7590330071138514,0.4693148326191217,0,-4.818217358673892,0.7353968891860327
120,120,-0.8298729459561421,0.7130849522647089,0,0.1796481751174227,0.6213542370919418
121,121,-0.9369350222891384,0.5339234359948416,0,-5.033406294836337,0.4431526625579515
122,122,-0.8427343986647436,0.7136302556520016,0,-4.909234137505323,0.6689140002469732
123,123,-0.8487509178140136,0.4350694420773625,0,0.4199948120491419,0.7709683033402449
124,124,-0.7409854314073706,0.5754780923470777,0,-5.083677104265298,0.8975087092539015
125,125,-0.6964470934853813,0.5654064801203257,0,0.6415008847712601,0.4403551122190561
126,126,-0.8869606840949001,0.46791051335445394,0,-4.838727140524791,0.6426096986453004
127,127,-0.7801547200759336,0.6311927488845088,0,-4.84858178689922,0.3814602801848396
128,128,-0.7490527244486254,0.28076301026187295,0,0.3356877784624941,0.9270498648543265
129,129,-0.8366915358817543,0.4459424925387685,0,-4.976898131778272,0.48068369278584977
130,130,-1.2010181353636862,0.4364604322635038,0,-5.109953159296948,0.4105229906934824
131,131,-0.9457485742844254,0.3160990335160188,0,-4.991299861427234,0.9394712577708223
132,132,-0.6818360512439833,0.4190391163927185,0,0.019610501319103024,0.001961281908088419
133,133,-1.1414653924250642,0.5645865287563118,0,0.8163455351451152,0.33197109064231656
134,134,-0.8110031701866511,0.20860350073720865,0,-4.995269549995895,0.8382055695407933
135,135,-0.8820600935984034,0.2759957731340121,0,0.6745479075190918,0.4514483492772493
136,136,-0.9143248095537986,0.2727810705816028,0,-4.97603760859105,0.34838638534422983
137,137,-1.1487218482841892,0.3149044541389306,0,-5.097822061619967,0.5878164141171678
138,138,-0.6901240009901097,-0.043689140651256175,0,0.9302953390465766,0.4046758169978758
139,139,-0.9192006885660604,0.13465740219210795,0,-5.152300013617929,0.32950361604644496
140,140,-1.1207127771992431,0.35916567301998703,0,-4.983763696261796,0.26597330504456207
141,141,-1.0154238442446477,0.2799385531035171,0,0.30659940165063915,0.31304547218650813
142,142,-1.1388309240364711,0.23498722988364976,0,-5.001029131633372,0.924162029492106
143,143,-1.0009316134393436,0.16403678224969487,0,-4.9997924978080635,0.9596729314494371
144,144,-1.0003569945680015,0.2906406985669709,0,-4.897319942114903,0.09883059664712424
145,145,-0.9962792131740206,0.104924015164408,0,-5.147516048303136,0.7354138828691462
146,146,-1.0548672868144788,0.048534304886021805,0,-4.898930628401219,0.6577626876293591
147,147,-1.118130252911842,0.11190307067294128,0,-5.074322754001732,0.630968665404158
148,148,-1.0886594247402677,0.18158821768243671,0,-5.039522206585006,0.03284334570370728
149,149,-0.9205432006103323,0.2445205600509659,0,0.9524104481773523,0.27345391561770005
150,150,-1.116116425668299,-0.2989697264364869,0,-5.082577936325127,0.7461028700926283
151,151,-1.1850707097141482,-0.1695763985910243,0,0.8372020270371454,4.805946660283029
152,152,-0.9479062411760064,-0.04965366433559662,0,-4.991038014216075,0.02388834519882166
153,153,-0.9047166578604992,0.08545446634360998,0,-5.190581787479993,0.5265155549162496
154,154,-0.9385449174907322,-0.3400932462228424,0,-5.05680857202872,0.8478048808856727
155,155,-1.0261087930986332,-0.0070132270319626785,0,0.9049193013125382,0.8784202538807585
156,156,-0.9553900105530644,-0.06783427283120243,0,-5.051575654528535,0.8986259549179076
157,157,-0.5289623413492262,-0.27124011017249405,0,-4.8736069797636805,0.527332384836509
158,158,-1.003017823122507,0.027220861371212768,0,0.19752500637671,0.46696758969810803
159,159,-0.9223375261919092,-0.15527141069957062,0,0.5278719205461331,0.24434462826666647
160,160,-1.054069926499197,-0.15855448352957446,0,-4.984930185621278,0.8660775723135234
161,161,-1.0420964409347917,0.08146183189822083,0,0.7417886351237006,0.7998571753218278
162,162,-0.9109628879413358,-0.2417977588851528,0,-4.930448168850369,0.8635748641433973
163,163,-1.0060423473879936,-0.04846663027538403,0,-4.99940611856135,0.22594496569261435
164,164,-0.8432629989998403,-0.4504720413039267,0,0.43610982009521804,0.09790293216466206
165,165,-1.0331916178539036,-0.3590935857462048,0,-5.104890037146271,0.6984450683405525
166,166,-0.9701413539376668,-0.18098415830537634,0,0.552962317358824,0.9131511770439525
167,167,-1.0882305657235287,-0.3692463030488247,0,-4.9092795131816755,0.9165767655006917
168,168,-1.0953898030593276,-0.3699416752862586,0,-5.084544134206757,0.5286314711994123
169,169,-0.8941707178883271,-0.39387487059949255,0,0.20010934490087728,0.6421052190536091
170,170,-0.7079062579195686,-0.3902439661084692,0,-5.052624334077276,0.11208119285020302
171,171,-0.9931042178229428,-0.24292350288634226,0,0.33810282491959054,0.27528778539056553
172,172,-0.9320321213311259,-0.4338957428843861,0,-4.981790022119044,0.5377509775277578
173,173,-0.6713585068860488,-0.4422399125480372,0,0.12193298741989589,0.8807688859034987
174,174,-0.9321964182065496,-0.3655010384563744,0,0.6300171925284672,0.484139728190661
175,175,-1.034493157932138,-0.2104502289730316,0,-4.90544612105529,0.5927082440735193
176,176,-0.8288197020689907,-0.5496424606724204,0,-5.020138454328275,0.05553643537566688
177,177,-0.7284798275019446,-0.4515040335493027,0,-4.848947526801672,0.9646539928350718
178,178,-0.819885442737275,-0.2927310415735804,0,0.607406556711858,0.4924272227573304
179,179,-0.664592026514573,-0.4688143807961182,0,0.21581336566329634,0.16027042870417663
180,180,-0.8390217536768431,-0.6375832346230839,0,-5.05714784150521,0.33897097235409335
181,181,-0.8847042793338189,-0.4979054183685516,0,-4.933441071304537,0.5133073399059025
182,182,-0.8547650862464417,-0.7272338667143613,0,-4.99963836990493,0.1385143090566613
183,183,-0.6789169848208618,-0.6470614408074774,0,0.9110485080061057,0.19664682452455484
184,184,-0.8653827580289998,-0.8431287224004658,0,0.040155022034127685,0.915896904725474
185,185,-0.7878977283388866,-0.5258948790962302,0,0.7525731205167397,0.8725525901719886
186,186,-0.7436387844014954,-0.6319775541540129,0,-4.845332816178758,0.12230210793411844
187,187,-0.6883213795785837,-0.6423635257692396,0,-4.978559398673902,0.2789979054025671
188,188,-0.7262991313896207,-0.6583979803508706,0,0.465485967436008,0.6355843417029102
189,189,-0.4807109462825929,-0.5520761176090165,0,-5.187731281805609,0.25975364773136134
190,190,-0.7517833307905155,-0.8012234594790989,0,0.22654553229584695,0.0020838787635798495
191,191,-0.9829213157176524,-0.8245021036668101,0,-4.891166479019049,0.7012145666228212
192,192,-0.7761071318068347,-0.7422614638698026,0,0.3341776027693687,0.19307857376341664
193,193,-0.40495705259477743,-0.3552857014618881,0,-5.008154851334052,0.3249555433254241
194,194,-0.7610492850161874,-0.707221586083362,0,0.8058308258054888,0.28393643551046754
195,195,-0.5156518748392128,-0.7589785260479405,0,0.045069827390500805,0.15236919790259218
196,196,-0.6248468947396428,-0.5460938472101879,0,-5.055306191106839,0.13568510496356856
197,197,-0.7863804944060953,-0.9357782270016178,0,0.2975187794543661,0.1449134952643405
198,198,-0.2954141882277876,-0.613864542415264,0,-4.8777035238079165,0.9674916853073376
199,199,-0.4826739041793103,-0.8277049195481032,0,-5.03313086360295,0.7268508833172903
200,200,-0.4501969079089525,-0.6814546214764939,0,0.6911288860821325,0.9400753783706342
201,201,-0.6783307976803002,-0.8999994462362035,0,-4.940001325683766,0.5715399303238873
202,202,-0.5300462382138119,-0.6986261126759723,0,-5.076838331929768,0.3310087591609415
203,203,-0.5730144507668822,-0.9780538268537248,0,0.6624868006119337,0.16392685014813946
204,204,-0.15377988506300605,-0.9683166383093718,0,0.17326495367589456,0.4833562954578343
205,205,-0.22350987067840672,-0.8267454431718962,0,0.2196337996488893,0.4933985104124673
206,206,-0.4796591397181431,-0.9459668197787512,0,0.8676942857212915,0.7774698269400762
207,207,-0.3849931355746396,-1.1191971224879125,0,0.3369613267738214,0.528439483527963
208,208,-0.2785608483160282,-0.9360151715179212,0,0.4476403426248784,0.19485034627852338
209,209,-0.5565585401135446,-1.0282537783491643,0,-5.0836130126827985,0.814190702784407
210,210,-0.3687510696245869,-0.9610269462895501,0,-4.818941823941639,0.14791601404784016
211,211,-0.286058172977265,-0.5680605988689605,0,0.7045737172836195,4.774374988218958
212,212,-0.15686174024562075,-1.2211125227724662,0,-5.078703273726268,0.04246919770645574
213,213,-0.3760204669633709,-0.8036242459382383,0,0.6761400818139303,0.3691809440992293
214,214,-0.16626389957581894,-1.1111009445532876,0,-5.058477093641747,0.6718731713210726
215,215,-0.24123270550072276,-1.208594790309737,0,-5.170832079186768,0.13870850810653435
216,216,-0.1617944182463956,-1.0399606330322635,0,-4.837001775599218,0.5248799921284021
217,217,-0.315095873270562,-1.0530599661085385,0,-4.96020016767049,0.5388391688458419
218,218,-0.1039734350939345,-0.9067358783559064,0,0.6534914117970338,0.9093551124642789
219,219,-0.2477219793743691,-0.8259727797179847,0,0.944689043192468,0.4666293736999204
220,220,-0.0312144438828897,-0.907706044160658,0,0.6634571998860077,0.07835088424931014
221,221,-0.3467316182650414,-1.1243150435884282,0,-4.9762220366547405,0.14593729391312482
222,222,0.146372109655316,-0.7573179764159113,0,0.4163672224981614,0.27560864012991926
223,223,0.09772919995317668,-1.0509875950597436,0,0.10554968426098033,0.7989540175588655
224,224,-0.2480422578054696,-0.904588261063858,0,-4.902486158942137,0.2551083285673835
225,225,0.13692011067320986,-0.7968682629297366,0,-5.132933656933426,0.6094292917812019
226,226,0.0692426914027112,-0.8862894420859745,0,0.5821871830790901,0.07838168970193882
227,227,-0.026112890032082392,-1.1550975404638169,0,-5.054104678191967,0.20214541958645416
228,228,0.17074733239544826,-0.9850529116732128,0,-5.009143773124951,0.6191428258133745
229,229,0.04113819803262271,-1.166017339787747,0,0.2968528676879666,0.09813875382961756
230,230,0.23338038389133114,-0.7113308160193192,0,0.396905538757533,0.7155425901754682
231,231,0.2936594447915345,-0.8935596136862343,0,-5.154847105072846,0.44910020257175187
232,232,0.4628241006858496,-1.1071787067120349,0,-4.868857287365005,0.27957525138584205
233,233,0.3466637017227783,-1.0926603009959732,0,0.8240772244494228,0.8739002522646546
234,234,0.2916283345806989,-0.923656377342367,0,-5.001842905019337,0.673158146918348
235,235,0.2552018818146635,-0.9826125004505996,0,-5.03232886362555,0.06418438235411827
236,236,0.16799154655348708,-1.0186090207537202,0,-4.976377451043172,0.6701976378921904
237,237,0.4725395057135674,-0.6514264257974164,0,-5.07525822843368,0.19837923659104706
238,238,0.2256191211399774,-1.0092679736538648,0,0.11968519672230693,0.9202589125636921
239,239,0.2336926404955659,-0.8433851778149588,0,-4.995488699618703,0.15373198946529187
240,240,0.37418531540764505,-1.0797353041541855,0,-4.657246145299751,0.6166895563041491
241,241,0.4826170793654587,-1.0155785532095079,0,-4.9395317969754196,0.24240650415698517
242,242,0.3202790388133822,-1.0556326626174397,0,-4.833168894036567,0.9421664820451573
243,243,0.5738517200279568,-0.7797380213338826,0,-5.035508312245592,0.32446719552707715
244,244,0.15044350637713125,-0.6985152166387413,0,-5.075156899013094,0.5896365630842033
245,245,0.4409464652795583,-0.9151444432954506,0,-4.969029641062834,0.12950937628619286
246,246,0.3081523265050207,-0.7686025861432557,0,7.2449638492178e-05,0.47937205575852804
247,247,0.4822134903922178,-0.8959501063747813,0,-5.134170494342404,0.6088362892110891
248,248,0.12594965223566856,-0.7554077263060405,0,-5.23069577654458,0.7706961891023262
249,249,0.5871245679303512,-1.011417765168508,0,-4.926840749497786,0.5570674938278416
250,250,0.472074610151805,-0.8985023730586256,0,-4.9358661855027774,0.7035988520793304
251,251,0.33368145549185346,-0.6364100306717654,0,-4.916614877824693,0.8590815047297518
252,252,0.652655038648669,-0.5765806675142868,0,-4.997183012681,0.29855674489777073
253,253,0.4873125049814268,-0.8736396329226412,0,-4.802162730012034,0.3401669339305281
254,254,0.7356804681060845,-0.5150047833324634,0,-5.008732818705761,0.02957385115650779
255,255,0.6430557836111199,-0.9144523191084146,0,-5.055396474079058,0.5542618128654195
256,256,0.5733799946888389,-0.9044950831383493,0,0.7627863472229892,0.9715309283465463
257,257,0.5746218096959506,-0.7097959453958126,0,-5.300649871500733,0.7361026993008667
258,258,0.8370767322687019,-0.8052845900300153,0,-5.0047165867653245,0.9925855204972936
259,259,0.7219716821051656,-0.8398151967261779,0,-4.916812221494032,0.4543520763573199
260,260,0.5509420526526312,-0.8008194564140177,0,-4.99931388014605,0.7474735784826665
261,261,0.3643281732036471,-0.8091439726677435,0,-4.887577826555324,0.16120827226217105
262,262,0.6647305198345334,-0.6140707204018583,0,0.21796020764080337,4.932997671940054
263,263,0.4543054804749462,-0.6244320611994656,0,-4.770511883374461,0.6436138727174525
264,264,0.5308576965811835,-0.8666317897529702,0,-5.01733502083772,0.45031205804301244
265,265,0.8012008801615592,-0.6792479804462548,0,0.8120567848487955,0.029722184121927397
266,266,0.7834918505255867,-0.6138515846358719,0,-4.876874644040669,0.31684260950695975
267,267,0.7950564282094158,-0.6365727455186022,0,-5.158585257518002,0.6760677570305994
268,268,0.8483453580626347,-0.6820227080847913,0,0.6317694004506118,0.3951937205791538
269,269,0.6073622838703012,-0.8050433332045497,0,0.3984317131891898,0.4484049445863276
270,270,0.9686613771548548,-0.4547267747917436,0,-4.896868089564338,0.856179176233806
271,271,0.7317690445186165,-0.7251374441217935,0,-4.993650951961323,0.26939083034449174
272,272,0.9873901825828004,-0.7381979139861179,0,-5.022139049834706,0.6159316145282703
273,273,0.8658634863999912,-0.5096291183578819,0,-5.016339892000649,0.8457705568383859
274,274,0.5992240207475598,-0.24598827887251656,0,-5.0156303468338646,0.8071506269519579
275,275,0.7389908292530001,-0.3386816932009151,0,0.6115250777298431,0.23872366644551513
276,276,0.5280007242218545,-0.418277932474708,0,-5.030880290934525,0.05108977065763043
277,277,0.7092819821910323,-0.5302256745164564,0,-4.980132702985033,0.27682779033352545
278,278,0.8735828134705639,-0.4654655361336049,0,-5.01742921340664,0.17640340523260734
279,279,1.00560705285802,-0.6117294704839333,0,-5.115579247896321,0.02771074949814023
280,280,0.927440117722172,-0.4377750066660096,0,-4.958294611100787,0.3043616434857568
281,281,0.8460588776457343,-0.3161074367705759,0,0.4377852488597531,0.5208113899890295
282,282,0.8813336948446473,-0.28934031481783923,0,0.8494852489826142,0.6503189786097899
283,283,0.8465925918402355,-0.3500634893438645,0,-5.060786794838947,0.37789523296801897
284,284,1.083231416901231,-0.2653174116954765,0,-4.895201338520787,0.20428292239636137
285,285,0.9402161432016408,-0.2229749401046612,0,-5.003382696657238,0.5693060331951527
286,286,0.8562118251423632,-0.26307973298203624,0,0.26195314970279426,4.95563972603939
287,287,0.9597850318109036,-0.280949669619534,0,-4.987297604667881,0.6949516877790678
288,288,0.8102633019450461,-0.11667237660268576,0,0.8426887622604307,0.8569845569668989
289,289,0.8188426425684674,-0.09445487204187676,0,0.28031301298749256,4.891198545858336
290,290,0.9411035845248119,-0.2837636179434665,0,-5.2049231913244665,0.503009832220081
291,291,0.8656416142619172,-0.2309942129403515,0,-5.125668012816813,0.4884374037445324
292,292,1.0613064412847986,-0.26921634518208604,0,-4.906038560649255,0.32158258287848884
293,293,0.959228963072022,-0.062049131690751776,0,-5.0733816726026175,0.6864209866220572
294,294,0.8989780659421807,-0.16312448456327114,0,0.3303531580600173,0.1342342048147659
295,295,1.1307865318519814,0.021597082374101798,0,-5.053243765899895,0.8051491327144351
296,296,0.7732818346068121,-0.10119225558994233,0,-5.027793996726828,0.036619174163297075
297,297,1.109048061165958,-0.16475824828190394,0,0.31599015604044445,0.3881798489827343
298,298,1.0806481522436877,-0.01112211714163162,0,0.7687358689747713,0.6073203455652825
299,299,1.025711537653894,-0.1979058301989596,0,0.09067076824664133,0.42436408706519413
300,300,0.8707731173486097,-0.07020780558366277,1,0.3247858577376286,4.858081449210635
301,301,0.7017941574596148,0.13231014877044184,1,0.6691931285020627,0.0388006149131479
302,302,0.7736175415394563,-0.15281614814510197,1,0.60293211047753,5.030345193259463
303,303,0.5393230893526306,0.014518567977851232,1,0.11951561836705538,0.07765712692326643
304,304,0.7651806921468359,-0.02741559381367128,1,0.4394734931348375,4.848179329481057
305,305,0.5043967497093484,0.023628177194449974,1,0.30922146287453667,5.111970772524887
306,306,0.8555621342244968,0.2881426446808723,1,-4.863625740717266,0.011813637171465441
307,307,0.4075461185952052,0.05209265621734506,1,0.12987027957280362,4.9046139038245835
308,308,0.585158155531415,0.3747719663572056,1,0.6705659229837077,4.915038597803416
309,309,0.7383213589353592,0.20412097270963372,1,0.46383253126978974,4.901810030695262
310,310,0.4840807219965185,0.07130146148047417,1,0.274889987919257,0.7379934794637975
311,311,0.6854868981404564,0.07132069063538522,1,0.7474439936640761,0.6892962031094357
312,312,0.7122427063984481,0.08622004978736003,1,0.1879098553132461,4.8636922331844294
313,313,0.4987071692652454,0.3676158033965314,1,0.1522379385630518,0.298657434279867
314,314,0.6848060724354744,0.06672292888304962,1,0.015355936564545813,4.92274014403375
315,315,0.5369941490024749,-0.17827970068919424,1,0.861300356312702,0.06052102078277488
316,316,0.6312862163013686,-0.07973483843385126,1,0.49236554071343774,0.037887595790137785
317,317,0.748488410485342,0.2510935803474849,1,0.5167156093215455,4.971637454774349
318,318,0.3974145670209191,-0.043767099810071736,1,0.11476261670583532,4.767239595729885
319,319,0.2518557116478122,0.259862491761075,1,0.10777613604762737,4.75547725092213
320,320,0.7186168159353451,0.12697303180666314,1,0.33378340489470293,0.2449147316233382
321,321,0.5574539620051513,0.2407934675413659,1,0.5162306440186114,0.7988539235655333
322,322,0.6531744123521437,0.3713714093200697,1,0.7008722190433495,4.928413507267649
323,323,0.6470179817872044,0.22244254590691367,1,0.4992703565129284,5.088339684245606
324,324,0.6186103645108203,0.23383391381516044,1,0.8315584310390406,4.869956014339992
325,325,0.4158746736183186,0.3194696203748427,1,0.37739233174698905,4.992366091592136
326,326,0.3534882984963742,0.3993990437715917,1,0.028087991954701463,5.143055681557996
